/SiMCosta RJ - Ilha do Pai - Cia de Docas
/latitude = -22.99277544
/longitude = -43.09056758



/Parameters:
/Tp: Wave Peak Period  or Peak period = Wave period associated with the largest peak in the power spectrum (seconds)
/Dp: Wave Peak Direction *true north reference (degrees)
/Tp_sea: Peak Sea Wave Period associated with the largest peak in the sea region of the power spectrum. (seconds)
/Dp_sea: Peak Sea Wave Direction - peak sea direction at the peak period in the sea region relative to true north reference (degrees)
/Hsig_sea: Significant Wave Height in the sea region of the power spectrum. (meters)
/Tp_swell: Peak Swell Wave Period associated with the largest peak in the swell region of the power spectrum. (seconds)
/Dp_swell: Peak Swell Wave Direction associated with the largest peak in the swell region of the power spectrum. true north reference (degrees)
/Hsig_swell: Significant Wave Height in the swell region of the power spectrum. (meters)
/Hmax: Maximum Wave Height or Height of Largest Wave from Zero Crossing Analysis (meters)
/Tmax: Maximum Wave Height or Period of Largest Wave from Zero Crossing Analysis (seconds)
/Tavg: Average Wave Period (seconds)
/Avg_Wv_Dir_N: Average Wave Direction, true north reference (degrees)
/HM0: Significant Wave Height Spectral Moment (meters)
/Tmp: Average Water Temperature (degree Celsius)
/Avg_Sal: Average Salinity (psu)
/Avg_Con: Average Conductivity (mS/cm)
/Avg_PH: Average pH (mV)
/Avg_Turb: Average Turbidity (FNU)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Tp,Dp,Tp_sea,Dp_sea,Hsig_sea,Tp_swell,Dp_swell,Hsig_swell,Hmax,Tmax,Tavg,Avg_Wv_Dir_N,HM0,Tmp,Avg_Sal,Avg_Con,Avg_PH,Avg_Turb
2025,1,15,15,20,0,11.64,166.48,8.83,143.77,1.31,11.64,166.48,0.734,2.21,9,6.72,147.13,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,15,15,30,0,9.14,135.7,9.14,135.7,1.28,10.24,153.66,0.76,2.52,9.5,6.21,144.13,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,15,40,0,9.14,143.07,9.14,143.07,1.26,11.13,155.54,0.759,2.52,9.5,6.31,144.92,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,15,50,0,8.83,131.66,8.83,131.66,1.33,11.13,159.15,0.725,2.42,8.25,6.77,144.58,1.52,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,0,0,8.83,137.54,8.83,137.54,1.31,11.13,153.18,0.697,1.92,8,5.67,141.43,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,10,0,8.83,141.73,8.83,141.73,1.38,11.64,154.27,0.678,2.25,8.75,6.42,141.73,1.54,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,20,0,9.48,143.66,9.48,143.66,1.31,10.67,164.55,0.674,2.03,8,6.71,142.87,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,30,0,9.48,142.09,9.48,142.09,1.33,10.24,161.28,0.65,2.31,8,6.01,143.78,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,40,0,8.26,144.13,8.26,144.13,1.21,10.67,167.62,0.687,1.72,8.25,7.1,145.4,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,15,16,50,0,11.64,158.76,9.85,139.51,1.2,11.64,158.76,0.665,1.83,8.75,6.02,142.67,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,0,0,11.64,154.05,8.83,146.15,1.21,11.64,154.05,0.757,2.32,9.75,6.27,141.33,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,10,0,11.64,161.04,8.83,151.46,1.29,11.64,161.04,0.775,2.04,8.5,6.42,140.9,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,20,0,11.64,158.82,8.83,154.02,1.28,11.64,158.82,0.79,2.27,9.5,6.65,141.68,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,30,0,8.26,135.75,8.26,135.75,1.31,11.64,152.7,0.663,1.83,9,5.87,139.04,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,40,0,9.14,135.89,9.14,135.89,1.34,11.64,137.08,0.684,1.93,9,6.78,135.3,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,17,50,0,9.14,132.85,9.14,132.85,1.35,11.64,142.09,0.657,1.97,8.75,6.5,140.47,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,0,0,9.14,129.37,9.14,129.37,1.33,11.64,151.79,0.68,2.12,9.25,4.98,140.76,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,10,0,8.53,140.06,8.53,140.06,1.27,10.67,163.28,0.588,2.16,9,5.68,142.31,1.4,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,20,0,8.53,144.35,8.53,144.35,1.28,10.24,149.32,0.593,1.95,9.25,6.34,141.2,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,30,0,8.53,146.6,8.53,146.6,1.36,10.24,156.2,0.561,2.03,8,5.81,143.77,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,40,0,8.83,143.82,8.83,143.82,1.4,10.67,148.31,0.612,2.3,8.25,5.46,141.99,1.53,NULL,NULL,NULL,NULL,NULL
2025,1,15,18,50,0,8.53,138.55,8.53,138.55,1.35,10.67,149.66,0.628,1.88,8.25,5.22,139.95,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,0,0,9.14,141.99,9.14,141.99,1.27,11.64,153.31,0.654,1.9,7.5,4.97,137.24,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,10,0,9.48,150.62,9.48,150.62,1.29,11.13,148.92,0.666,3.16,10,5.97,141.36,1.46,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,20,0,9.14,152.36,9.14,152.36,1.34,11.13,161.86,0.698,2.66,7.5,4.99,143.28,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,30,0,9.14,148.63,9.14,148.63,1.39,11.13,169.33,0.677,2.66,7.5,6.19,142.55,1.55,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,40,0,8.83,141.23,8.83,141.23,1.33,11.13,172.51,0.7,2.31,7.75,5.86,140.35,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,15,19,50,0,8.83,135.54,8.83,135.54,1.33,11.64,160.63,0.706,2.33,8,5.08,141.74,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,0,0,11.64,164.6,8.83,138.21,1.31,11.64,164.6,0.677,2.33,8,5.16,142.86,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,10,0,8.83,139.89,8.83,139.89,1.31,11.64,168.36,0.653,2.04,10.5,5.07,142.78,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,20,0,8.53,142.49,8.53,142.49,1.29,10.67,138.3,0.583,1.82,8.25,5.21,136.29,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,30,0,8.83,136.41,8.83,136.41,1.35,10.67,137.42,0.596,2.11,8,5.61,135.2,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,40,0,8.83,135.05,8.83,135.05,1.33,11.64,158.78,0.637,1.94,9,4.99,134.82,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,15,20,50,0,8,145.28,8,145.28,1.32,11.64,160.61,0.636,2.29,7.25,4.71,141.13,1.46,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,0,0,8.26,147.28,8.26,147.28,1.32,11.64,161.45,0.635,2.12,9.5,5.68,140.89,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,10,0,8.26,144.59,8.26,144.59,1.34,11.13,164.54,0.62,2.75,9.25,5.06,139.11,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,20,0,11.64,169.05,8.83,139.65,1.33,11.64,169.05,0.68,2.32,10.5,4.95,141.8,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,30,0,9.48,133.41,9.48,133.41,1.33,11.64,153.9,0.68,2.05,7.75,5.26,139.2,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,40,0,8.83,136.48,8.83,136.48,1.35,10.67,147.98,0.662,2.28,7,4.81,139.53,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,21,50,0,8.83,129.19,8.83,129.19,1.38,10.67,142.17,0.629,2.2,8,4.56,135.47,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,0,0,8.83,139,8.83,139,1.41,10.67,134.83,0.552,2.28,7.5,4.73,137.45,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,10,0,8.83,139.92,8.83,139.92,1.4,10.67,149.33,0.554,2.03,9.75,4.99,139.52,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,20,0,8.83,151.57,8.83,151.57,1.37,10.67,161.41,0.534,1.94,8,4.68,143.19,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,30,0,9.14,143.44,9.14,143.44,1.39,10.24,154.63,0.535,2.45,9.25,4.79,143.42,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,40,0,9.48,142.97,9.48,142.97,1.38,11.64,152.75,0.631,2.45,9.25,4.92,142.16,1.52,NULL,NULL,NULL,NULL,NULL
2025,1,15,22,50,0,9.48,150.68,9.48,150.68,1.45,11.64,152.56,0.738,2.1,5.75,5.31,143.8,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,0,0,10.67,152.03,8.26,149.07,1.46,10.67,152.03,0.746,2.13,8,4.86,141.82,1.64,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,10,0,11.13,154.56,8.83,146.78,1.49,11.13,154.56,0.776,2.62,9,5.33,145.6,1.68,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,20,0,8.83,150.91,8.83,150.91,1.48,11.64,158.74,0.723,2.25,8.75,5.17,146.96,1.65,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,30,0,8.26,144.91,8.26,144.91,1.45,11.64,156.77,0.626,2.25,7.5,4.78,145.99,1.58,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,40,0,8.83,145.08,8.83,145.08,1.5,11.64,155.09,0.601,2.69,6.5,4.91,144.22,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,15,23,50,0,8.83,143.89,8.83,143.89,1.5,11.64,143.09,0.663,2.11,5,5.3,141.45,1.64,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,0,0,10.67,146.77,9.14,145.42,1.43,10.67,146.77,0.724,2.56,9.5,4.96,142.07,1.6,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,10,0,10.67,153.64,9.14,146.08,1.39,10.67,153.64,0.722,2.41,8,4.88,142.88,1.56,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,20,0,10.67,155.72,8.83,138.34,1.46,10.67,155.72,0.674,2.44,8,4.93,142.47,1.61,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,30,0,9.85,142.47,9.85,142.47,1.49,10.24,150.29,0.598,2.19,6.25,4.81,142.67,1.6,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,40,0,8.83,152.06,8.83,152.06,1.53,10.24,153.27,0.605,2.39,9.75,4.93,144.97,1.64,NULL,NULL,NULL,NULL,NULL
2025,1,16,0,50,0,9.85,151.7,9.85,151.7,1.56,10.24,147.83,0.663,2.21,8.75,5.06,145.28,1.69,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,0,0,8.83,144.17,8.83,144.17,1.57,11.64,149.44,0.673,2.37,9.75,4.93,141.93,1.7,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,10,0,9.85,137.63,9.85,137.63,1.51,10.24,145.69,0.606,2.01,8.75,5.15,138.62,1.63,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,20,0,8.26,131.89,8.26,131.89,1.5,10.24,152.97,0.585,1.95,9.75,5.14,139.32,1.61,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,30,0,9.48,145.33,9.48,145.33,1.55,11.64,152.68,0.613,2.49,9.5,5.68,142.01,1.67,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,40,0,11.64,151.52,9.14,147.03,1.57,11.64,151.52,0.706,2.22,7,5.24,143.92,1.72,NULL,NULL,NULL,NULL,NULL
2025,1,16,1,50,0,9.14,145.17,9.14,145.17,1.51,11.64,152.7,0.675,2.34,9.25,5.13,141.65,1.66,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,0,0,8.53,140.49,8.53,140.49,1.48,11.64,151,0.649,2.57,7.75,5.51,139.57,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,10,0,8.83,141.78,8.83,141.78,1.49,11.64,153.26,0.594,2.16,7,5.19,140.12,1.61,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,20,0,8.53,148.27,8.53,148.27,1.53,11.64,150.16,0.599,2.41,7.25,5.08,142.33,1.64,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,30,0,9.85,144.52,9.85,144.52,1.5,10.24,148.27,0.603,2.1,7.25,5.22,142.01,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,40,0,8.53,141.06,8.53,141.06,1.5,11.13,131.87,0.593,2.45,8.5,5.71,141.66,1.61,NULL,NULL,NULL,NULL,NULL
2025,1,16,2,50,0,8.83,133.43,8.83,133.43,1.51,11.13,138.77,0.642,2.21,7.75,5.18,138.25,1.64,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,0,0,8.83,141.16,8.83,141.16,1.57,10.24,148.57,0.569,2.21,6.5,5.11,140.4,1.67,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,10,0,8.83,140.56,8.83,140.56,1.57,11.64,128.6,0.578,2.32,8.75,5.48,137.47,1.67,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,20,0,8.53,145.19,8.53,145.19,1.59,11.64,127.63,0.619,2.45,6,4.82,138.99,1.7,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,30,0,9.85,147.36,9.85,147.36,1.62,10.24,149.19,0.655,2.18,8.25,5.1,140.3,1.75,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,40,0,10.24,154.1,9.14,139.15,1.59,10.24,154.1,0.624,2.33,7.5,4.93,143.22,1.7,NULL,NULL,NULL,NULL,NULL
2025,1,16,3,50,0,9.14,142.16,9.14,142.16,1.58,10.67,162.41,0.658,2.2,8.5,4.95,145.94,1.71,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,0,0,9.48,134.48,9.48,134.48,1.55,10.67,162.04,0.589,2.32,8.25,5.09,143.66,1.66,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,10,0,9.48,137.76,9.48,137.76,1.55,10.67,157.57,0.596,2.2,8,5.25,145.49,1.66,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,20,0,9.48,140.16,9.48,140.16,1.49,10.24,147.88,0.534,2.55,9.5,5.55,145.77,1.58,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,30,0,9.85,144.13,9.85,144.13,1.52,10.24,147.91,0.583,2.22,7,5.4,145.42,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,40,0,9.48,144.58,9.48,144.58,1.5,11.13,159.87,0.569,2.35,8.75,5.17,143.42,1.6,NULL,NULL,NULL,NULL,NULL
2025,1,16,4,50,0,9.14,145.81,9.14,145.81,1.52,11.13,148.84,0.565,2.18,9.5,5.56,142.61,1.62,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,0,0,9.14,142.23,9.14,142.23,1.46,11.13,138.21,0.529,2,7.25,5.22,140.27,1.55,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,10,0,9.48,138.06,9.48,138.06,1.5,10.24,122.77,0.567,3.08,9,5.79,138.78,1.61,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,20,0,9.48,138.36,9.48,138.36,1.47,10.24,130.18,0.575,2.16,9.75,5.1,137.78,1.57,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,30,0,9.48,140.93,9.48,140.93,1.43,10.24,133.27,0.603,2.1,6.75,5.54,141.24,1.55,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,40,0,8.26,146.32,8.26,146.32,1.36,10.24,147.97,0.548,2.11,8.5,5.91,142.55,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,16,5,50,0,8.53,141.01,8.53,141.01,1.41,10.24,146.18,0.516,2.18,9.25,5.92,142.08,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,0,0,9.14,142.49,9.14,142.49,1.41,10.24,153.38,0.49,2.19,9,5.69,144.72,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,10,0,9.14,142.92,9.14,142.92,1.42,10.24,156.29,0.465,1.4,6.75,5.53,144.47,1.49,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,20,0,9.48,152.65,9.48,152.65,1.39,10.24,168.17,0.422,2.3,7,6.19,147.58,1.45,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,30,0,9.85,157.87,9.85,157.87,1.45,10.24,158.81,0.427,1.92,9.75,5.84,148.38,1.51,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,40,0,9.85,159.98,9.85,159.98,1.36,10.24,159.53,0.403,1.84,7.5,5.11,148.75,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,6,50,0,9.85,151.39,9.85,151.39,1.33,10.24,150.3,0.393,1.85,7.75,5.94,145.08,1.38,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,0,0,9.48,141.87,9.48,141.87,1.25,10.67,150.39,0.468,1.78,7,6,144.41,1.34,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,10,0,8.53,149.99,8.53,149.99,1.28,10.67,148.32,0.527,2.26,7.75,6.07,145.95,1.38,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,20,0,8.53,151.21,8.53,151.21,1.29,10.67,148.64,0.547,2.18,8,5.99,145.95,1.4,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,30,0,9.14,148.96,9.14,148.96,1.31,10.24,148.7,0.558,1.84,8.5,5.8,142.54,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,40,0,9.14,139.36,9.14,139.36,1.31,11.64,154.03,0.514,2.1,7.5,5.41,141.8,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,16,7,50,0,9.14,131.51,9.14,131.51,1.3,10.24,138.95,0.493,2.17,9.75,NULL,137.78,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,0,0,9.85,127.97,9.85,127.97,1.36,10.24,124.81,0.449,2.31,8,6.01,135.85,1.43,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,10,0,9.85,133.62,9.85,133.62,1.32,10.24,135.77,0.435,1.69,7.75,5.4,136.21,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,20,0,9.85,130.58,9.85,130.58,1.32,10.24,134.9,0.429,2.18,8.25,5.67,135.81,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,30,0,9.14,147.29,9.14,147.29,1.31,10.24,145.33,0.426,1.84,6.25,5.46,137.64,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,40,0,9.14,144.28,9.14,144.28,1.3,10.24,146.11,0.475,1.86,8,5.9,138.75,1.38,NULL,NULL,NULL,NULL,NULL
2025,1,16,8,50,0,9.14,138.55,9.14,138.55,1.33,10.67,153.54,0.468,2.03,8.5,6.12,138.23,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,0,0,9.48,134.9,9.48,134.9,1.36,10.67,156.18,0.499,2.08,8.25,5.94,140.93,1.45,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,10,0,9.48,137.51,9.48,137.51,1.39,10.24,152.01,0.495,2.4,8.5,5.67,142.44,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,20,0,9.14,138.64,9.14,138.64,1.36,10.24,152.21,0.484,2.02,8.75,5.33,141.04,1.45,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,30,0,9.14,135.95,9.14,135.95,1.3,10.24,139.42,0.418,2.08,7.75,4.98,136.28,1.36,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,40,0,9.48,130.56,9.48,130.56,1.26,10.67,135.87,0.473,2.4,6.75,5.86,132.05,1.34,NULL,NULL,NULL,NULL,NULL
2025,1,16,9,50,0,9.48,133.9,9.48,133.9,1.27,10.67,136.23,0.513,2.4,6.75,5.92,133.67,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,0,0,9.14,131.42,9.14,131.42,1.31,10.67,136.3,0.513,1.81,8.25,5.77,133.98,1.4,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,10,0,9.48,137.89,9.48,137.89,1.35,10.67,148.21,0.498,2.22,8.25,5.64,137.16,1.44,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,20,0,9.48,143.14,9.48,143.14,1.36,10.67,137.51,0.507,2.24,7.25,5.27,138.24,1.45,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,30,0,9.48,142.48,9.48,142.48,1.35,10.67,150.17,0.45,2.16,6.75,5.31,134.92,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,40,0,9.85,134.57,9.85,134.57,1.3,10.67,145.62,0.437,2.25,8.75,4.92,132.73,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,10,50,0,9.85,134.44,9.85,134.44,1.33,10.24,132.43,0.388,1.99,8.75,4.93,129.76,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,0,0,9.85,131.81,9.85,131.81,1.34,10.67,128.66,0.444,1.77,7,4.93,128.73,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,10,0,10.24,137.11,9.14,137.33,1.41,10.24,137.11,0.461,2.5,6,5.67,128.64,1.48,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,20,0,10.24,139.19,9.14,126.73,1.42,10.24,139.19,0.471,2.09,7.75,5.59,129.74,1.5,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,30,0,9.14,132.31,9.14,132.31,1.39,10.67,135.01,0.478,2.09,7.75,5.39,130.63,1.47,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,40,0,9.14,132.91,9.14,132.91,1.32,10.67,128.84,0.475,1.82,7.5,5.02,132.02,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,16,11,50,0,8.83,146.49,8.83,146.49,1.33,10.24,114.43,0.423,1.94,7.25,5.69,131.57,1.4,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,0,0,9.14,136.19,9.14,136.19,1.32,10.24,121.03,0.403,1.9,9,5.49,130.86,1.38,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,10,0,9.14,131.97,9.14,131.97,1.34,10.24,129.35,0.384,1.75,8.5,5.32,129.43,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,20,0,9.14,133.55,9.14,133.55,1.34,10.24,120.84,0.388,1.97,9.5,5.47,127.66,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,30,0,9.14,139.89,9.14,139.89,1.35,10.24,128.97,0.389,1.76,7.75,5.39,131.36,1.4,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,40,0,9.14,150.65,9.14,150.65,1.36,10.24,135.92,0.404,2,6.75,5.3,134.41,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,12,50,0,9.14,152.15,9.14,152.15,1.3,10.24,158.56,0.416,1.96,8.5,5.27,139.36,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,0,0,9.85,153.37,9.85,153.37,1.28,10.24,157,0.433,2.21,5.75,5.35,138.36,1.35,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,10,0,9.85,143.12,9.85,143.12,1.29,10.24,148.65,0.417,1.81,8.25,5.34,136.77,1.36,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,20,0,9.85,134.17,9.85,134.17,1.3,10.24,138.41,0.405,2.24,7.25,5.07,134.05,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,30,0,9.48,136.18,9.48,136.18,1.34,10.24,101.91,0.378,2.58,8,5.72,128.32,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,40,0,9.48,135.94,9.48,135.94,1.31,10.24,113.3,0.387,1.97,6,4.86,126.88,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,13,50,0,9.48,134.84,9.48,134.84,1.37,10.67,130.49,0.433,1.9,8,5.34,129.71,1.44,NULL,NULL,NULL,NULL,NULL
2025,1,16,14,0,0,10.24,139.97,9.48,146.33,1.37,10.24,139.97,0.434,2.13,8.25,5.4,133.25,1.43,NULL,NULL,NULL,NULL,NULL
2025,1,16,14,10,0,9.48,148.26,9.48,148.26,1.38,10.24,152.42,0.398,2.13,8.25,5.22,133.62,1.43,NULL,NULL,NULL,NULL,NULL
2025,1,16,14,30,0,8.83,139.82,8.83,139.82,1.27,10.24,147.09,0.372,1.81,9.25,4.81,130.87,1.33,NULL,NULL,NULL,NULL,NULL
2025,1,16,14,40,0,10.24,140.31,8.83,147.98,1.28,10.24,140.31,0.378,1.71,5.75,5.23,130.78,1.33,NULL,NULL,NULL,NULL,NULL
2025,1,16,14,50,0,8.83,133.4,8.83,133.4,1.26,10.24,138.3,0.319,1.72,7.75,4.88,124.71,1.3,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,0,0,8.83,133.15,8.83,133.15,1.27,10.24,141.52,0.334,2.14,7.5,4.94,128.63,1.31,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,10,0,9.14,136.98,9.14,136.98,1.33,10.24,137.44,0.335,2.33,6.75,4.95,129.66,1.37,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,20,0,9.85,138.18,9.85,138.18,1.37,10.24,140.28,0.371,2.31,7.75,4.94,131.34,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,30,0,9.85,135.15,9.85,135.15,1.35,10.24,139.32,0.362,1.86,5.25,4.56,129.31,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,40,0,9.85,153.65,9.85,153.65,1.34,10.24,154.46,0.361,2.38,8,5,130.02,1.39,NULL,NULL,NULL,NULL,NULL
2025,1,16,15,50,0,9.85,155.6,9.85,155.6,1.32,10.24,152.69,0.352,2.03,8.5,5.44,130.36,1.36,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,0,0,9.85,146.3,9.85,146.3,1.37,10.24,149.18,0.332,2.12,9.5,5.06,129.84,1.41,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,10,0,9.85,136.63,9.85,136.63,1.34,10.24,134.85,0.325,1.83,6.5,4.7,129.01,1.38,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,20,0,9.14,146.72,9.14,146.72,1.39,10.24,147.49,0.365,2.03,8,4.65,130.12,1.44,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,30,0,9.14,131.27,9.14,131.27,1.37,10.24,141.36,0.374,1.94,8.25,4.18,126.34,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,40,0,9.48,121.28,9.48,121.28,1.39,10.24,139.73,0.371,1.83,7,4.76,125.84,1.44,NULL,NULL,NULL,NULL,NULL
2025,1,16,16,50,0,9.48,123.84,9.48,123.84,1.39,10.24,126.64,0.298,1.7,9.5,5.15,126.12,1.42,NULL,NULL,NULL,NULL,NULL
2025,1,16,17,0,0,9.48,141.9,9.48,141.9,1.41,10.24,137.53,0.31,1.91,8,4.72,129.73,1.44,NULL,NULL,NULL,NULL,NULL
2025,1,16,17,10,0,9.48,143.47,9.48,143.47,1.36,10.24,140.04,0.308,2.15,7.75,4.79,131.45,1.39,NULL,NULL,NULL,NULL,NULL
